Scenario,time,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,v_13,v_14,v_15,v_16,v_17,v_18,v_19,v_20,v_21,v_22,v_23,v_24,v_25,v_26,v_27,v_28,v_29,v_30,v_31,v_32,v_33,v_34,Loading, SOC, storage_P, storage_Q
0,24,1.000000,0.995255,0.991414,0.986216,0.981614,0.977317,0.974448,0.972928,0.971259,0.970518,0.970236,0.970137,0.991154,0.990923,0.990856,0.990850,0.973905,0.971159,0.968118,0.965724,0.963702,0.961413,0.959508,0.957769,0.956775,0.956382,0.956271,0.974154,0.973946,0.973829,0.970300,0.970103,0.970001,0.969967,73.232265,85.640052, -1240.643156, -600.870905
1,1,1.000000,0.997610,0.994523,0.990327,0.986729,0.983316,0.980902,0.979552,0.978012,0.977263,0.976974,0.976903,0.994331,0.994158,0.994108,0.994104,0.980685,0.978512,0.976127,0.974171,0.972473,0.970555,0.968959,0.967382,0.966617,0.966320,0.966242,0.980709,0.980584,0.980527,0.977047,0.976830,0.976728,0.976693,35.258476,41.127103, 666.210712, 322.660574
1,2,1.000000,0.997619,0.994912,0.991258,0.988130,0.985190,0.983140,0.981996,0.980660,0.980022,0.979779,0.979710,0.994723,0.994557,0.994509,0.994506,0.982905,0.981003,0.978880,0.977162,0.975620,0.973852,0.972432,0.971102,0.970479,0.970247,0.970178,0.982973,0.982858,0.982801,0.979835,0.979647,0.979556,0.979526,35.613616,37.534702, 251.468056, 121.791538
1,3,1.000000,0.997620,0.995045,0.991567,0.988582,0.985784,0.983822,0.982757,0.981499,0.980870,0.980618,0.980546,0.994865,0.994706,0.994663,0.994660,0.983618,0.981836,0.979880,0.978283,0.976890,0.975310,0.974033,0.972879,0.972325,0.972113,0.972049,0.983640,0.983517,0.983460,0.980701,0.980540,0.980459,0.980430,35.746193,35.815505, 120.343776, 58.285151
1,4,1.000000,0.997618,0.994769,0.990913,0.987617,0.984450,0.982275,0.981042,0.979692,0.979015,0.978742,0.978649,0.994577,0.994401,0.994359,0.994356,0.981970,0.979858,0.977584,0.975701,0.974026,0.972132,0.970659,0.969271,0.968637,0.968393,0.968296,0.982113,0.982007,0.981951,0.978834,0.978654,0.978567,0.978539,35.450609,30.000119, 407.077017, 197.156398
1,5,1.000000,0.997669,0.995798,0.993414,0.991401,0.989514,0.988235,0.987494,0.986642,0.986247,0.986110,0.986057,0.995652,0.995509,0.995470,0.995467,0.988064,0.986845,0.985537,0.984456,0.983493,0.982461,0.981591,0.980646,0.980134,0.979932,0.979867,0.988151,0.988088,0.988049,0.986114,0.985985,0.985931,0.985908,30.138049,30.000751, -0.044229, -0.021421
1,6,1.000000,0.997265,0.995629,0.993673,0.992007,0.990385,0.989223,0.988600,0.987820,0.987428,0.987291,0.987266,0.995514,0.995397,0.995383,0.995379,0.989218,0.988256,0.987274,0.986498,0.985935,0.985297,0.984680,0.984149,0.983924,0.983882,0.983862,0.989111,0.989054,0.989034,0.987298,0.987182,0.987104,0.987076,33.987826,30.000093, 0.046024, 0.022290
1,7,1.000000,0.997514,0.996679,0.995900,0.995274,0.994760,0.995019,0.995244,0.995492,0.995367,0.995309,0.995345,0.996645,0.996674,0.996707,0.996706,0.994094,0.993585,0.993099,0.992569,0.992364,0.992106,0.991813,0.991372,0.991023,0.990893,0.990866,0.994982,0.994917,0.994921,0.995344,0.995384,0.995430,0.995443,33.487907,30.000051, 0.002956, 0.001432
1,8,1.000000,0.997781,0.998433,0.999985,1.001072,1.001945,1.002389,1.002777,1.003308,1.003768,1.003971,1.003992,0.998465,0.998458,0.998477,0.998480,1.002914,1.003895,1.004921,1.005833,1.006596,1.007527,1.008894,1.009903,1.010428,1.010695,1.010795,1.002323,1.002261,1.002245,1.003870,1.003973,1.003968,1.003967,49.608602,30.000029, 0.001529, 0.000741
1,9,1.000000,0.999591,1.003136,1.008748,1.013669,1.018275,1.021846,1.023918,1.026288,1.027248,1.027623,1.027794,1.003401,1.003597,1.003640,1.003642,1.021886,1.024950,1.028558,1.031451,1.034231,1.037816,1.040803,1.043796,1.045062,1.045665,1.045871,1.022079,1.022277,1.022416,1.027517,1.027785,1.027946,1.027997,72.569725,30.000090, -0.004245, -0.002056
1,10,1.000000,0.999677,1.003731,1.010024,1.015666,1.020900,1.024228,1.025626,1.027860,1.028962,1.029541,1.029594,1.004187,1.004526,1.004678,1.004684,1.025443,1.029496,1.034165,1.038339,1.041527,1.046103,1.049717,1.052888,1.053783,1.054256,1.054479,1.024845,1.025214,1.025406,1.029093,1.029255,1.029434,1.029512,91.346882,30.001170, -0.075606, -0.036618
1,11,1.000000,0.999761,1.004219,1.011281,1.017842,1.023764,1.030290,1.033835,1.037077,1.037972,1.038208,1.038107,1.004516,1.004659,1.004677,1.004694,1.027260,1.029806,1.031660,1.033273,1.035008,1.036894,1.038301,1.039571,1.040014,1.040146,1.040316,1.030895,1.031279,1.031492,1.038361,1.038878,1.039135,1.039260,91.316150,30.971245, -67.905231, -32.888004
1,12,1.000000,0.998241,1.005218,1.015643,1.024674,1.033038,1.039619,1.043635,1.047798,1.049508,1.050207,1.050305,1.006020,1.006711,1.006822,1.006837,1.039466,1.044674,1.050996,1.056106,1.060540,1.065786,1.070732,1.074483,1.075956,1.077053,1.077462,1.039901,1.040137,1.040233,1.049953,1.050233,1.050390,1.050440,99.999984,72.372704, -2898.102181, -1403.614948
1,13,1.000000,0.999671,1.005149,1.013687,1.021193,1.028681,1.035368,1.039403,1.044535,1.046547,1.047609,1.048042,1.005520,1.005994,1.006119,1.006124,1.033990,1.038708,1.044196,1.048845,1.052658,1.056841,1.060373,1.063580,1.065453,1.065904,1.066020,1.035688,1.035954,1.035976,1.046783,1.047044,1.047096,1.047129,97.508477,82.880106, -735.518110, -356.227679
1,14,1.000000,0.999734,1.005063,1.013204,1.020177,1.026755,1.032621,1.035714,1.039150,1.040539,1.041019,1.041123,1.005554,1.006023,1.006133,1.006147,1.031426,1.035292,1.039876,1.043508,1.046616,1.050552,1.054412,1.058020,1.059615,1.060238,1.060500,1.033236,1.033639,1.033761,1.041004,1.041450,1.041661,1.041727,94.097499,94.777072, -832.787619, -403.337452
1,15,1.000000,0.999775,1.004277,1.011314,1.017244,1.022882,1.027392,1.029703,1.031990,1.033050,1.033466,1.033636,1.004653,1.005020,1.005142,1.005150,1.027203,1.030728,1.034248,1.037528,1.040286,1.043528,1.046285,1.048738,1.050062,1.050667,1.050808,1.027917,1.028259,1.028476,1.033344,1.033669,1.033767,1.033827,91.377344,99.999914, -365.598943, -177.067649
1,16,1.000000,0.999314,1.002623,1.007827,1.012272,1.016583,1.020559,1.022765,1.025011,1.025973,1.026351,1.026467,1.003002,1.003394,1.003526,1.003529,1.019620,1.022163,1.025431,1.028482,1.031342,1.034686,1.037281,1.039485,1.040288,1.040609,1.040787,1.020894,1.021130,1.021240,1.026242,1.026446,1.026532,1.026560,77.156772,99.999979, -0.004541, -0.002199
1,17,1.000000,0.997110,0.996815,0.997024,0.997165,0.997214,0.997886,0.998363,0.998851,0.999192,0.999368,0.999464,0.996808,0.996795,0.996772,0.996777,0.997053,0.996797,0.996336,0.995739,0.995280,0.995059,0.994750,0.993728,0.993320,0.993106,0.993168,0.997866,0.997813,0.997743,0.999235,0.999293,0.999265,0.999248,48.005421,99.999971, 0.000551, 0.000267
1,18,1.000000,0.995805,0.993421,0.990594,0.988383,0.986224,0.985065,0.984362,0.983851,0.983484,0.983370,0.983255,0.993230,0.992990,0.992944,0.992942,0.984446,0.983035,0.981503,0.980430,0.979591,0.978622,0.977832,0.976709,0.976029,0.975707,0.975577,0.985015,0.985013,0.985039,0.983345,0.983221,0.983211,0.983232,52.197707,99.999836, 0.009431, 0.004568
1,19,1.000000,0.995878,0.992862,0.989135,0.986086,0.983028,0.980820,0.979781,0.978385,0.977793,0.977537,0.977541,0.992565,0.992270,0.992175,0.992173,0.980778,0.978941,0.976608,0.974909,0.973520,0.971997,0.970736,0.969193,0.968255,0.967882,0.967823,0.980498,0.980221,0.980079,0.977655,0.977448,0.977333,0.977295,52.774602,99.999965, -0.009041, -0.004379
1,20,1.000000,0.994724,0.988375,0.979857,0.972171,0.964941,0.959754,0.956681,0.953252,0.951879,0.951110,0.951001,0.987989,0.987775,0.987675,0.987664,0.959458,0.954932,0.950120,0.946364,0.943726,0.940656,0.938259,0.936363,0.935606,0.935306,0.935231,0.959469,0.959200,0.959159,0.951773,0.951770,0.951882,0.951844,72.440245,76.301232, 1658.911377, 803.447450
1,21,1.000000,0.995404,0.987855,0.977500,0.968401,0.959875,0.954395,0.951402,0.947562,0.945724,0.945138,0.944954,0.987460,0.986994,0.986917,0.986907,0.952977,0.947385,0.941281,0.936347,0.931703,0.926276,0.921624,0.917916,0.916218,0.915498,0.915353,0.953901,0.953580,0.953427,0.945049,0.944393,0.944049,0.943970,66.539308,34.004834, 2960.747845, 1433.955628
1,22,1.000000,0.995160,0.989757,0.982399,0.976017,0.969912,0.964933,0.962121,0.958874,0.957343,0.956675,0.956454,0.989431,0.989089,0.988970,0.988964,0.965610,0.962135,0.958459,0.955406,0.952655,0.949608,0.947233,0.944726,0.943330,0.942640,0.942424,0.964554,0.964302,0.964178,0.956996,0.956694,0.956544,0.956497,72.935922,30.000171, 280.326397, 135.768271
1,23,1.000000,0.995468,0.991287,0.985673,0.980862,0.976203,0.972967,0.971286,0.969358,0.968347,0.967955,0.967821,0.990964,0.990597,0.990508,0.990501,0.972577,0.969544,0.966150,0.963438,0.961116,0.958552,0.956572,0.954691,0.953855,0.953364,0.953244,0.972610,0.972380,0.972235,0.968059,0.967761,0.967628,0.967573,69.167480,37.949716, -556.468166, -269.509834
1,24,1.000000,0.995472,0.991452,0.986003,0.981433,0.977001,0.973800,0.971982,0.969818,0.968785,0.968385,0.968246,0.991187,0.990957,0.990898,0.990891,0.973627,0.970855,0.967759,0.965398,0.963401,0.961259,0.959632,0.958022,0.957313,0.957063,0.956959,0.973563,0.973423,0.973369,0.968492,0.968194,0.968043,0.968004,69.511970,50.644405, -888.628197, -430.382279
2,1,1.000000,0.997167,0.993955,0.989588,0.985780,0.982173,0.979694,0.978342,0.976784,0.976018,0.975715,0.975620,0.993756,0.993588,0.993549,0.993545,0.979351,0.977027,0.974452,0.972382,0.970603,0.968579,0.966870,0.965296,0.964557,0.964276,0.964204,0.979470,0.979324,0.979245,0.975806,0.975602,0.975496,0.975458,42.397396,30.000149, 306.256698, 148.326889
