Scenario,time,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,v_13,v_14,v_15,v_16,v_17,v_18,v_19,v_20,v_21,v_22,v_23,v_24,v_25,v_26,v_27,v_28,v_29,v_30,v_31,v_32,v_33,v_34,Loading, SOC, storage_P, storage_Q
1,10,1.000000,0.996498,0.996744,0.997913,0.999239,1.000603,1.001842,1.002557,1.003791,1.005053,1.005565,1.005806,0.996643,0.996532,0.996493,0.996488,1.001712,1.002540,1.003619,1.004330,1.005198,1.006187,1.007079,1.007711,1.008185,1.008398,1.008584,1.001928,1.002054,1.002156,1.005385,1.005691,1.005870,1.005912,37.999838,44.286407, -678.723836, -328.720957
1,11,1.000000,0.996482,0.997915,1.000295,1.002700,1.005046,1.006174,1.006940,1.008101,1.008683,1.008986,1.009115,0.998306,0.998645,0.998692,0.998695,1.007374,1.009169,1.011011,1.012805,1.014644,1.016665,1.018128,1.019512,1.019694,1.019683,1.019715,1.006166,1.006046,1.005974,1.008756,1.008898,1.008996,1.009029,38.357961,61.950556, -1766.414903, -855.513784
1,12,1.000000,0.996518,0.996221,0.996445,0.996920,0.997321,0.998179,0.998782,0.999893,1.000253,1.000363,1.000250,0.996243,0.996272,0.996321,0.996323,0.997499,0.997746,0.998386,0.998605,0.998719,0.998730,0.998847,0.998823,0.999239,0.999318,0.999418,0.998159,0.998040,0.998071,1.000391,1.000482,1.000464,1.000428,37.567378,66.562030, -461.147457, -223.343907
1,13,1.000000,0.996578,0.997422,0.999445,1.000958,1.001948,1.003049,1.003630,1.004495,1.004803,1.004791,1.004733,0.997298,0.997077,0.997042,0.997044,1.002639,1.003633,1.005230,1.006516,1.007606,1.009396,1.010592,1.011576,1.012046,1.012167,1.012201,1.003166,1.003372,1.003484,1.005048,1.005247,1.005366,1.005369,36.796796,79.627419, -1306.538852, -632.785647
1,14,1.000000,0.996568,0.996974,0.998218,0.999390,1.000622,1.001378,1.001760,1.002340,1.002327,1.002193,1.002178,0.996988,0.997028,0.997045,0.997045,1.001827,1.002633,1.003553,1.004476,1.005549,1.007020,1.008207,1.008983,1.009351,1.009489,1.009554,1.001472,1.001567,1.001609,1.002478,1.002605,1.002664,1.002690,36.895327,89.288113, -966.069454, -467.888791
1,15,1.000000,0.996709,0.997270,0.998768,1.000173,1.001672,1.001753,1.001743,1.002190,1.002450,1.002575,1.002574,0.997233,0.997149,0.997125,0.997124,1.003605,1.004843,1.006172,1.007204,1.008066,1.009022,1.009933,1.010209,1.010281,1.010312,1.010337,1.001803,1.001852,1.001907,1.002496,1.002512,1.002530,1.002556,34.982741,99.999944, -1071.183012, -518.797611
1,16,1.000000,0.996148,0.994746,0.993259,0.992054,0.990752,0.990057,0.989783,0.989410,0.989172,0.988927,0.988880,0.994780,0.994594,0.994509,0.994513,0.989770,0.989086,0.988535,0.987977,0.987499,0.987115,0.986482,0.985796,0.985719,0.985474,0.985455,0.989917,0.989826,0.989681,0.989288,0.989432,0.989520,0.989563,35.715019,99.999970, -0.002606, -0.001262
1,17,1.000000,0.995377,0.992308,0.988481,0.984996,0.982005,0.979632,0.978297,0.975928,0.974648,0.974071,0.973974,0.992145,0.991985,0.991969,0.991965,0.979972,0.978551,0.977270,0.975996,0.974976,0.974192,0.973105,0.972010,0.971353,0.971118,0.971148,0.979450,0.979381,0.979356,0.974381,0.974174,0.974110,0.974095,40.416757,99.999987, -0.001761, -0.000853
1,18,1.000000,0.993212,0.986057,0.976484,0.968074,0.960197,0.955757,0.953220,0.950311,0.948461,0.947714,0.947495,0.985660,0.985400,0.985314,0.985305,0.953517,0.947815,0.940952,0.935198,0.930151,0.923768,0.918836,0.913888,0.911078,0.910020,0.909867,0.955444,0.955188,0.955037,0.947969,0.947524,0.947272,0.947149,64.708099,90.182352, 981.763545, 475.489787
1,19,1.000000,0.993203,0.987139,0.979142,0.972541,0.966050,0.962867,0.961233,0.959117,0.957875,0.957499,0.957466,0.986668,0.986152,0.985932,0.985926,0.960242,0.955428,0.949931,0.945300,0.941283,0.937538,0.933897,0.930664,0.928996,0.928398,0.928258,0.962503,0.962250,0.962095,0.957396,0.956930,0.956811,0.956789,67.353613,93.201388, -301.903634, -146.218604
