Scenario,time,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,v_13,v_14,v_15,v_16,v_17,v_18,v_19,v_20,v_21,v_22,v_23,v_24,v_25,v_26,v_27,v_28,v_29,v_30,v_31,v_32,v_33,v_34,Loading, SOC, storage_P, storage_Q
1,16,1.000000,0.997971,0.999067,1.001097,1.002934,1.004539,1.005799,1.006573,1.007482,1.007854,1.007857,1.007885,0.999270,0.999278,0.999249,0.999256,1.005895,1.007152,1.008772,1.009932,1.010895,1.012196,1.013061,1.013757,1.014281,1.014275,1.014342,1.005851,1.005876,1.005802,1.008131,1.008433,1.008604,1.008676,52.629730,85.640046, 0.000000, 0.000000
1,17,1.000000,0.996381,0.994080,0.991240,0.988642,0.986426,0.984660,0.983665,0.981858,0.980878,0.980435,0.980362,0.993962,0.993844,0.993834,0.993831,0.984935,0.983909,0.983010,0.982092,0.981363,0.980835,0.980049,0.979250,0.978762,0.978587,0.978615,0.984525,0.984477,0.984461,0.980676,0.980521,0.980475,0.980466,45.038914,85.640046, 0.000000, 0.000000
1,18,1.000000,0.993641,0.987384,0.978945,0.971547,0.964612,0.960575,0.958284,0.955658,0.954034,0.953380,0.953186,0.987026,0.986782,0.986704,0.986697,0.958780,0.953812,0.947864,0.942887,0.938534,0.933066,0.928816,0.924578,0.922204,0.921308,0.921168,0.960276,0.960040,0.959904,0.953602,0.953208,0.952988,0.952882,91.186905,85.640046, 0.000000, 0.000000
1,19,1.000000,0.994501,0.989063,0.981812,0.975799,0.969913,0.966863,0.965283,0.963264,0.962117,0.961759,0.961716,0.988641,0.988185,0.987997,0.987992,0.964718,0.960412,0.955490,0.951368,0.947796,0.944362,0.941103,0.938208,0.936725,0.936188,0.936057,0.966524,0.966293,0.966156,0.961688,0.961271,0.961153,0.961127,80.745623,85.640046, 0.000000, 0.000000
1,20,1.000000,0.992681,0.985279,0.975063,0.966330,0.958152,0.952434,0.949017,0.945873,0.944186,0.943449,0.943207,0.984960,0.984584,0.984412,0.984405,0.951819,0.946563,0.940080,0.934879,0.930627,0.925947,0.922317,0.919258,0.917628,0.917033,0.916746,0.952140,0.951854,0.951681,0.943806,0.943524,0.943339,0.943249,110.456927,85.640045, 0.000000, 0.000000
1,21,1.000000,0.994187,0.988399,0.980462,0.973573,0.966871,0.961812,0.958827,0.955769,0.954528,0.953978,0.953767,0.988096,0.987751,0.987612,0.987606,0.961901,0.957632,0.953179,0.949853,0.946902,0.943961,0.941163,0.938862,0.937572,0.936829,0.936629,0.961523,0.961345,0.961333,0.954259,0.953945,0.953797,0.953810,88.042019,85.640045, 0.000000, 0.000000
1,22,1.000000,0.995084,0.989765,0.982539,0.976284,0.970506,0.966393,0.964050,0.961009,0.959333,0.958615,0.958368,0.989427,0.989102,0.989054,0.989049,0.966070,0.962365,0.958534,0.955650,0.952953,0.949698,0.946831,0.944260,0.943066,0.942627,0.942491,0.966096,0.965944,0.965873,0.958937,0.958548,0.958354,0.958285,74.405518,85.640045, 0.000000, 0.000000
1,23,1.000000,0.996239,0.992397,0.987189,0.982749,0.978756,0.975945,0.974452,0.972616,0.971778,0.971521,0.971415,0.992144,0.991931,0.991863,0.991859,0.975671,0.973182,0.970545,0.968268,0.966335,0.964028,0.962077,0.960268,0.959324,0.958933,0.958752,0.975661,0.975485,0.975420,0.971458,0.971154,0.971028,0.970999,56.774684,85.640045, 0.000000, 0.000000
1,24,1.000000,0.996341,0.992504,0.987312,0.982715,0.978423,0.975557,0.974039,0.972372,0.971632,0.971351,0.971252,0.992245,0.992014,0.991947,0.991941,0.975015,0.972272,0.969235,0.966844,0.964824,0.962538,0.960635,0.958898,0.957906,0.957513,0.957402,0.975263,0.975056,0.974939,0.971415,0.971217,0.971116,0.971081,55.285400,85.640045, 0.000000, 0.000000
2,1,1.000000,0.997006,0.993903,0.989699,0.986076,0.982683,0.980388,0.979144,0.977608,0.976882,0.976596,0.976514,0.993698,0.993508,0.993458,0.993454,0.980006,0.977735,0.975233,0.973194,0.971419,0.969429,0.967827,0.966358,0.965703,0.965448,0.965364,0.980174,0.980025,0.979951,0.976680,0.976478,0.976375,0.976339,45.192695,60.151932, 0.000000, 0.000000
